#id	Meaning	bara1273	cuma1241	nort2686	oldu1238	sout2694	nort2697	bash1264	chuv1255	crim1257	dolg1241	gaga1249	kara1467	kara1465	kara1464	kaza1248	khak1248	khal1270	kirg1245	kumy1244	tuta1234	noga1249	sala1264	west2402	shor1247	kaza1250	tofa1248	nucl1301	turk1304	tuvi1240	uigh1240	uzbe1247	yaku1245	halh1238	buri1258	kalm1244	kalm1243	kham1281	daur1238	east2337	baoa1237	dong1285	minh1238	huzh1238	kang1281	mogh1245	midd1351	nana1257	oroc1248	udih1248	cent2414	kuro1242	biki1239	orok1265	ulch1241	jurc1239	manc1252	xibe1242	even1260	solo1263	even1259	hiss1234	sout3321	ilim1234	ilim1234.2	negi1245	oroq1238	hwan1238	hamg1238	hamg1239	jeju1234	chol1278	kyon1247	chun1247	seou1239	midd1372	nucl1643	oldj1239	nort2935	nort2935.2	sout2954	cent2126	shur1243	ikem1234	yaey1239	hato1238	yona1241	sats1241	kuma1281	haka1241	hach1239
	shoulder (n.)																																																																			ekkay	ekkay	ekkay	twukci	ekkay	ekkay	ekkay	ekkay	eskey															
	shoulder (n.)																																																bogdolo	bogdolo																																									
	shoulder (n.)																																	mör	mür			mürü	mur	murə							muru	mirə	mijə		ŋujrə	məjrə	məirə	muirə	ŋujrə	məirə	məirən	mirin	miːr	miːr	miːrə	mirə	mirǝ	miːrə	mirè	miːjə	miːrə																								
	shoulder (n.)																																								dalaŋ	dalɯ	dalu	dalii	dalian																																														
	shoulder (n.)				egin	iyin		iŋbaš					iyin	imbaš	iin	iyĭn	iŋnɘ		iyin	inbaš	äŋnɘ	iyin		igen		iŋbaš			egin	egin					e:m	e:m	e:m																																																						
	shoulder (n.)																								öštü		öˁhün				höšnä																																																												
	shoulder (n.)									omuz		omuz																omuz			omuz																																																												
	shoulder (n.)	yawrïn		d́arïn				yawrïn			hannï												yaɣrï										sarïn																																																										
	shoulder (n.)						čiyin																	ǰigin																																																																			
	shoulder (n.)							ḳulbaš	χulbuśśi																	ḳulbaš																																																																	
	shoulder (n.)																														yälkä	yelka																																																											
	claw (n.)																																																																												tume	tume	cïmï	cɨmɨɨ	cimi	cimii	cimi	cïmi	cïmï	simi	nmí	tsume	tsume	tsume	tsume
	claw (n.)																																																																			sonthop	sonthop	sonthop	sonkhop	sonthop	sonthop	sonthop	sonthop	sontop															
	claw (n.)																																																hosikta		hosakta	osakta	hosakta	hosikta	hosta		ošoho		ọsta	ụšitt	osikta	osiːkta	ohikta	ohiːkta	osikta	oːtta																									
	claw (n.)																																																	cofˀo		čavakta	səfəlku					sohurqo																																	
	claw (n.)																																	xums		xumsn	xumsan	kimuhun	kimčə	xəməsən	gomsoŋ	gɯmusun	chenpuzi	qimusi			kimusun																																												
	claw (n.)																																	savar	habar			sabar																													šarbaktanbor																								
	claw (n.)																																												ʤuaʣɯ																																														
	claw (n.)						ǰaynaġ																																																																																				
	claw (n.)		termac	tïrvaḳ		tïrmaχ		tïrnaḳ	čɘrne	tïrnaḳ	tarbak	tïrnak	tïrnaḳ	tïrnaḳ	tïrnaχ	tïrnaḳ	tïrɣaχ		tïrmaḳ	tïrnaḳ	tərɣaḳ	tïrnaḳ			tïrɣaḳ	tïrnaḳ	dïrbaḳ	tïrnak	dïrnaḳ	dïrbaḳ	tirmaḳ	tirnɔḳ	tïŋïraχ																																																										
	claw (n.)																	čäŋgbor																																																																									
	which?																																															očimkən																																											
	which?																																																	onobi	hoːnebiː	onbi	hoːńịbiː																																						
	which?																																																										irek	iːr							iri																								
	which?																																																													edynma						etten	etten	etten	etten	etten	etten	etten	etten	enu	dore	idure	dïru	dɨɴ	idu	canu	ziru	nzi	ziri	nuu	ndí	doi	doru	dore	doi
	which?																																	al	alin	alk	əle	ali	ali	aalə	anə	ali	aige	ali	ani		ali																																												
	which?	ḳaysï	chaym	ḳayazï	ḳań	kažï	hansï	ḳayhï	χəžɘ	ḳaysï	kahïs		ḳaysïsï	ḳaysï	ḳaysï	ḳay	χayzï		ḳaysï	ḳaysï		ḳaysï	ḳaysï	ḳaysï	ḳayzï	ḳaysï	ḳaysï	hangi	haysï	ḳayï	ḳaysi	ḳay	χaya																jaːụ		hamačaː			haːwu	χamatan		ai	ai	iakawwu	ijjə	awguːn	awady	antyː	eːkuma	avadu	eːma																									
	which?									angi		angïsï																																																																															
	dig (v.)																																																																												hor	por	hururi	hujuɴ	pujuɴ	puɴ	hujuɴ	puï	puruɴ	puruɴ	hùrun	hoʔ	horu	horu	horu
	dig (v.)																																																																			pha	pha	pha	pha	pha	pha	pha	pha	pho															
	dig (v.)																																															fətə				fətə	fətə				fətə	fətə																																	
	dig (v.)																																																uləiwi	ulə	hulə			hulə	hulə				ul		ulə	uləː	ulə		ulè	ulọː	uləː																								
	dig (v.)																																	malta	malta	malt	malta	malta	malte	malta	mantal	manta	manta	manta	manta		malta													malta																															
	dig (v.)																																					uxu																																							ugat	ukat													
	dig (v.)	ḳas	cas	ḳas	ḳaz	ḳas	ġazï	ḳaδ		ḳaz	kas	kaz	ḳaz	ḳaz	kaz	ḳaz	χas	ḳaz	ḳaz	ḳaz	ḳas	ḳazï	ḳazï	ḳaz	ḳas	ḳaz	ḳaz	kaz	ġaz	ḳaz	ḳaz	ḳazi	χas																																																										
	dig (v.)								čav																																																																																		
	pull (v.)																																																																												hik	pik	hikjuri	sjukkjuɴ	pikjuɴ	picuɴ	hwicuɴ	pïfu	pïkuɴ	pikuɴ	kkún	hi̥ʔ	hi̥pparu	hi̥ku	hi̥kowa
	pull (v.)																																																																											toloy															
	pull (v.)																																																																											kus															
	pull (v.)																																																taːn	tana	toan			toːn	toan				taːn	taː		tan	taːn		tan	taːn	taːn	tangki	tangki	tangki	tengkyemccye	ttayngkit	ttayngki	ttayngki	tangki	tangkuy															
	pull (v.)																																																							goti																																			
	pull (v.)																																																												iru			iruː																											
	pull (v.)																																	tat	tata	tat	tata	tata	tate	hda	ʂda					tata	tata					tata	tata				tata	tatə																																	
	pull (v.)																																								ʨirgə			qida	ʧire																																														
	pull (v.)																																									lajibor	lakebor																																																
	pull (v.)	tart	tart	tart	tart	tart		tart	turt	tart	tart		tart	tart	tart	tart	tart		tart	tart	tart	tart	ta:	tart	tart	tart	tïˁrt		dart	tïrt	tart	tɔrt	tart																																																										
	pull (v.)						čäk			ček		ček						čäk										ček	ček																																																														
	hot																																																																																								nukka	nukka	
	hot																																																																												atui	atusi	ɂacïsari	ɂaccïïhaɴ	acisaɴ	haciseɴ	ɂacisaɴ	acïkam	accaaɴ	acaɴ	âcan	atɕi	atɕiː	atsu̥ka	
	hot																																																																											tep															
	hot																																																																			ttukewun	ttukewun	ttukewun	cicepta	ttukewun	ttwukepun	ttukewun	ttukewun																ɕaɕakja
	hot																																																həku	həkui	pəkəsiː		fəkusi	həkkuːli	poqaole				hok	əhuddi	həkkuː	həkuː	həkuːhi	hokuːgiː	hèku	həku	əku																								
	hot																																															očkoli				očosị			ačqawle																																				
	hot																																	xalu:n	xalu:n	xalun	xalu:n	xalu:n	xalun	xaluun	xala	qalun	khalen	xaloŋ	χulɔ	qalu:n	qalaun									haluu	halhuːn	halhun																																	
	hot	isü	issi	izig	isig	izü	isti	eθe		sïǰaḳ	iti:	sïǰak	ïssï	issi	issi	ïstïḳ	ɘzɘg		ïsïḳ	issi	izɘɣ	issi	ïssï	issïg	izig	esse	iˁsĭɣ	sïǰak		izig	issiḳ	issiḳ	iti:																																																										
	hot								vɘri																																																																																		
	hot																						ḳïzïgu						ġïzġïn		ḳiziḳ																																																												
	hot																	då:ɣbor																																																																									
	firewood (n.)																																																																																										gomi
	firewood (n.)																																																																												takigi														
	firewood (n.)																																																																															toɴ	tamunu	tamuunu	tamuɴ	tamunu	tamunu	tamunu	thímunu	tabbon	takumon	takimon	
	firewood (n.)																																																																													siba													
	firewood (n.)																																																																														meesigï												
	firewood (n.)																																																																						citullang																				
	firewood (n.)																																																																			cangcakibor	cangcakibor	cangcakibor			cangcakkaypibor	cangcakbor	cangcakbor																
	firewood (n.)																																																																							ttaylkam																			
	firewood (n.)																																															mo	moː	moː	moː	moː	moː	moː	moː	mo	moː		mọː		moː	moː	mol	moːl	mol	moː	mɔː																								
	firewood (n.)																																																								dəiʤiku	dičk																																	
	firewood (n.)																																																											šuidəŋ																															
	firewood (n.)																																	tüle:	tüle:n	tülən	tülö:n	tülejen	tule:	teleen	telaŋ	tulian		tuliɛ:n	ʧilɔ	tʉle:n																																													
	firewood (n.)																																										daghu	shdaghua																																															
	firewood (n.)	otïn	odim		otuŋ	odïn	odun	utïn	vudə	odun		odun	otïn	otun	otun	otïn	odïŋ	hu:otun	otun		o:duŋ	otïn	o:tïn	otun	oduŋ	utïn		odun	odun		otun	ọtin																																																											
	firewood (n.)		agač								mastar									aγač		aɣaš								ïyaš																																																													
	remain (v.)																																																																												nokor	nokor	nohoruri	noojuɴ	nukoojuɴ	nooruɴ	nukujuɴ	nukuï	nukuruɴ	nukaruɴ		nokoʔ			
	remain (v.)																																																																																						thudimarun				
	remain (v.)																																																																			nayngki	nayngki	nayngki	nam	nayngki	nayngki	naymki	namki	nam															
	remain (v.)																																																mənəʤi																																										
	remain (v.)																																																	amäsa																	aɲa																								
	remain (v.)																																																		dərəʤi			dərəjdu	dərəʤu																																				
	remain (v.)																																																			data	dota					tuta		dụta																															
	remain (v.)																																																								bi																																		
	remain (v.)																																																										emeb			əməːnmu	omonmu		ėmėnmu	əmọːp																									
	remain (v.)																																	üld	ülde	üld	ülde		xulkə:	hele		fəiliə	huli	fulee	fule		hule													uldəːbor																															
	remain (v.)																																								ħʥөr																																																		
	remain (v.)	ḳal		ḳal	ḳal		ġal	ḳal	yul	ḳal	ka:l	kal	ḳal	ḳal	kal	ḳal	χal	ḳa:l	ḳal	ḳal	ḳal	ḳal	ḳal	ḳal	ḳal	ḳal	ḳal	kal	ġal	artïpḳal	ḳal	ḳɔl	χa:l																																																										
	remain (v.)		art			art																								artïpḳal																																																													
	cold																																																																												samui	samusi										sami	sanka	samuka	
	cold																																																																														higurusari	sɨgjoroohaɴ											
	cold																																																																																piisaɴ	piiseɴ	hwiisaɴ	pisikam	piisjaaɴ	piijaɴ	hîsan				hjakkokja
	cold																																																																						el																				
	cold																																																																			chwup	chip	chwup		chwuwup	chap	chwuwe	chwup	chwup															
	cold																																																gičisi	gilii	geče		gịsịsị	giččuːli	gitisi							gildy				gelegdi																									
	cold																																																iŋińi	iŋinii		iŋni							iŋeń	inigiddi	iŋini	iŋinipču	iŋinipču	iŋińiːpču	iňinapču	ininʤi	iŋin																								
	cold																																															ədətkuli																																											
	cold																																																							šimuu	šahuːrun	sahurun																																	
	cold																																	xüyten	хüyten	kiitn	ki:ten	xuitun	kuitən	kyyten	kitaŋ	kuiʨiən	kuitian	kuiden	kuitɔ		koyiten																																												
	cold		saogh	sooḳ	soɣïḳ	sooḳ	soyuġ	hïwïḳ	sivɘ	suvuḳ		su:k	suwïḳ	suwuḳ	suvuk	suïḳ	sooχ	sovuḳ	suuḳ	suwuḳ	sooḳ	suwïḳ	soχ		so:ḳ	suïḳ	sooḳ	soɣuk	sowuḳ	sooḳ	soɣuḳ	sɔvuḳ																																																											
	cold										tïmnï:																						tïmnï:																																												tumetai														
	cold																							tot																																																																tɕinte	tsumetaka		
	feather (n.)																																																																												hane	pane	hane	hanɨɨ	pani	panii	hani	pani	pani	pani	háni	hanege			
	feather (n.)																																																																			cith	cith	cith	kisthel	cith	cith	cith	kith	kis															
	feather (n.)																																															ufutə	upuktə	ofokto	upultə	ufuktə	ufultə	upuktə	upultə																																				
	feather (n.)																																																				dəgdəcə	dəktəktə	dəqtəqtə					dəttəle				dəktəndə		dətələ	dəbtiləː																								
	feather (n.)																																																								fuŋgaha	fuŋal																																	
	feather (n.)																																																										inŋet																																
	feather (n.)																																																														noːŋur																												
	feather (n.)																																																													ləpurəː			lеpurè	lupultə																									
	feather (n.)																																	öd	üden		öden	üdün	udəs	hodən	hotuŋ	xodun		fuudi			odun																																												
	feather (n.)																																										wughuasi																																																
	feather (n.)			tük	tüsi		tük		tɘʷk		tü:	tüy		ḳanatlïtük	tik					tük	tük						tük	tüy					tü:																																																										
	feather (n.)																čüg								čüg					čüg																																																													
	feather (n.)					ḳanat				ḳanat				ḳanatlïtük																																																																													
	feather (n.)						läläk																mimiluχ						yelek																																																														
	feather (n.)		yung																																																																																								
	feather (n.)							ḳawïrhïnbor								ḳawïrsïnbor										ḳaurïybor							kuorsunbor																																																										
	feather (n.)												pärbor																			patbor																																																											
	cough (v.)																																																																																sahuisjuɴ	sahuisuɴ	sakkwiisjuɴ	isaguuasï	saagusïɴ	ssaakusuɴ	sûti				
	cough (v.)																																																																													sipabuk													
	cough (v.)																																																																												sekiwose		ɂikigiruri	sjëëcɨccjuɴ								seʔ		ɕeki	ɕi̥ki
	cough (v.)																																																																			cichimha	cichimha	cichimha	cichimha	cichimha	kichimha	cichimha	kichimha	kichom															
	cough (v.)																																															čimiki	simpisi	simpi	siŋbisi	simki	simki	siːkpi	siŋbusu				hiemke	šiːŋki		simkit	hiːmkit	himkit	simki	simki	šimki																								
	cough (v.)																																																							fuča	fučihija	fəhsa																																	
	cough (v.)																																	xania	xanyaa	xənə	xanya:	xanya	xane:d	xanaa	xana	qana	khania	xanaa	χana	qaɪnʌ																																													
	cough (v.)					yödülde		yütäl			hötölö:		žötel	ǰötgür	ötkür	žötel	čidɘl		ǰötöl	yötkür		yötkir		yüter	čedir	yötker	čödür			čödür	yötäl	yọtal	sötölün																																																										
	cough (v.)		oscur				öskür		üzɘr	öksür		ü:sür						iesür										öksür	üsgür																																																														
	thin																																																																																							uɕi	usu̥ka	usuka	usukja
	thin																																																																												hosoi	pososi													
	thin																																																																														ɂjenasari	hwɨsɨɨhaɴ	pissaɴ	pisiseɴ	hwissaɴ	vsïkam	pïssaaɴ	pisaɴ	hîcan				
	thin																																																																											konol															
	thin																																																																			yalp	yakha	yalp	yaptayngha	yalphakha	yapsilha	yapsalha	yal																
	thin																																																														ďalanŋa																												
	thin															žara			ǯarō 											čarɨɣda				nariyn	narin	nərxn	nəren	narin	narin	narən	na:raŋ	narun	narəŋ	narin	narɔ		narin										narhuːn																																		
	thin																																	nimgen	nimgen	nimgn	nimgen	nimgen	ningen	nemgen	niŋgaŋ	ninkiən		nəŋgen	niŋgɔ			nəmnə	nəmnə	nəməcˀə	nəmi	nəmnə	nəmdə	nəmdə	nəmi	nəkəliə	nəkəlijən	niŋkin	nemkun	nənnə		nəmkuːn		nəmkuːn	nèmkun	nəmkuːn	nəmkun																								
	thin				yuḳa	duḳa		yoḳa	śuɣa	yufḳa			žuḳa	ǰuḳa		žŭḳa	čuɣa		ǰuḳa		čuɣaǰa:ḳ	yuḳa	yoχpa	yuḳa	čuɣa	yuḳa	čuɣa		yuḳa	čuɣa	yupḳa	yupḳa																																																											
	thin			čičke	yinčge		inǰä		śinźe	inǰe	hinniges	inǰä	žiŋiške	iŋičke	inčke	žĭŋĭške	nɘske		ičke		čɘčkæǰe:k	yiŋiške	läški	šike		nečkä	niŋge	inǰe	inče	čiŋge	inčike	iŋička	sinńiges																																																										
	thin						nazikbor		näδekbor											nå																																																																							
	grass (n.)																																																																												kusa	kusa	kusa	kusjaa	kusa	kusaa	kusa	fusa	ɸusa	ssa	ccàa	ku̥sa	ku̥sa	ku̥sa	ku̥sa
	grass (n.)																																																																			phwul	phwul	phwul	phwul	phwul	phwul	phwul	phwul	phul															
	grass (n.)																																															oroktə	oːkto	oːkto			orokto	orokto		orho	orho	orho	ọraːt	ͻrͻːtt	orokto	orokto					ɔrɔktɔ																								
	grass (n.)																																																		ńaʤaha	neaʤaha			ńaʤaha		nijančiha																																		
	grass (n.)																																																														śuka	śuːka	čuka	čoːha																									
	grass (n.)																																	övs	übhen	övsn	övsen	übesen	eus	wesən	ebsɵŋ	osun	biesi	vesə	veisun	ebȧsun	ebesun																																												
	grass (n.)	üläŋ		ölöŋ		ölöŋ		ülän		ölen												ölen			öleŋ	ülän																																																																	
	grass (n.)		kukel																								kök																																																																
	grass (n.)						ot			ot	ot	ot			ot		ot	oot		ot	ot			oht	ot			ot	ot	oˁt	ot	ọt	ot																																																										
	grass (n.)								kurək																																																																																		
	grass (n.)															šöp			čöp				čöp								čöp																																																												
	grass (n.)																													sigen																																																													
	grass (n.)													kïrdïkbor																																																																													
	foam (n.)																																																																						keykkom						awa	awa	ɂoo	ɂoobukuu	oo	ɂaa	ɂaa	abuku	aacïbï	aabuku	anbuku	buʔ	abuku̥	awa	awa
	foam (n.)																																																																			tengi	tengi	tengi		tengkeli	tengkeli	tengkeli	tengi																
	foam (n.)																																																																kamulla																										
	foam (n.)																																																	afuti							χofa																																		
	foam (n.)																																																		hoeksa	hojaksa	hojaksa	hoisa	hojsa					họːšuŋ																															
	foam (n.)																																																								oboŋgi	oboŋgi																																	
	foam (n.)																																																										čọglika			čowiːksa	čowixsa	sowiːśa		čohsa																									
	foam (n.)																																																																		kɔːkun																								
	foam (n.)																																								momodzi	momodzɯ	momozi		mɵmɵʣɯ																																														
	foam (n.)		kobelek	köbük		köbük	köpük	kübek	kəʷbəʷk	köpük		köpük	köbik	kömük	köbük	köbĭk	köbɘk		köbük	göbük	ko:βük	köbik		kivek	köbük	kübek	köˁpük	köpük	köpür		köpük	kọpik		xö:s	xö:hen	kö:sn	kö:sen	kö:sün	xwə:s	køwəg	gɵ			koosə																																kephwum															
	foam (n.)										kügenbor																						kü:genbor																																																										
	foam (n.)																	kaf																																																																									
	sour																																																																													sibusi													
	sour																																																																			sikwulepun	sikwulepun	sikwulepun	swiesscin	sin	sikhumthelthelhata	sikumha	si	suy	sui	susi	sïïsari	sjɨɨsjɨɨtusjuɴ	siisjaɴ	siiseɴ	siisaɴ	sïvkam	sïïsaaɴ	siijaɴ	ccan	sui	suika	suika	suppakja
	sour																																																															gotɨːpt͡ʃu		gotigdi																									
	sour																																															ʤitkuli																																											
	sour																																																ʤụisi	ʤüi	ʤojorsiː	ʤojorsị	ʣorịsị	duːruːli	ʤuːjuruli	ʤusu	ʤušuhun	ʤüsxun		ʤišuŋ						ʤojajigdi	ʤišun																								
	sour																																																													idaripču	idariːpču		idaripču																										
	sour																																	gašu:n	gašu:n			gašu:n			gaɕɵŋ	qɯʂun	khezheng		gaʃilaʁei																																														
	sour									ekši		i:ši																ekši								išklŋ	iskeleŋ			sgəmel				xaɕin																																															
	sour																																						ǯusun																																																				
	sour			aǰïɣ		aču		äse	yüźɘ		ahï:						ačaan			aččï	ačəɣ	aššï		ačïɣ	ačïɣ	äče	aǰïɣ			ažïɣ	aččiḳ		ahï:																																																										
	sour													mïstï																																																																													
	sour			ḳïčḳïlaḳ												ḳïšḳïl			ḳïčḳïl																																																																								
	sour														kuǰur																																																																												
	sour						turšbor						turïšlïbor					turšbor		turšubor									turšïbor																																																														
	sour																															nɔrdɔn																																																											
	full																																																																												man														
	full																																																																													miti		mii	mii		mii	mtiibuï		micibuu					
	full																																																																														zonbai			ziɴbai	ziɴbai		ɴceeɴ		nkùn				
	full																																																																						ha		hangkeseki																		
	full																																																																			kkattukha	kkolttwukha	kkattukha		kkwakchan		kkattukha	katukha	kotokho															
	full																																															ʤalun					ʣalo		ʤalo		ʤalu	ʤalu		ʤalụŋ		ʤalum	ďalum	ďalum	dûlum		ʤalụm																								
	full																																																doːki	doːhi																doːčiː																									
	full																																																	täsi	teasbiː	teasbi	täːs	təs	tesbi																																				
	full																																																							əju																																			
	full																																																										miltere																																
	full																																	dü:ren	dü:ren	dürŋ	dü:reŋ	dü:reŋ	dure:n	dyyreŋ	dərgisaŋ	дурун	duran	дiу:рен	dur	dʉrgɒ:n		dü:ren																																											
	full	tol	to	toltïra	tolu	tolo	dolu	tulï	tulli	tolu	toloru	dolu	tolɣan	tolu	tolu	tolï	toldïra	tu	toltura	tolu	toldəra	tolï	tolu	tolo	toldura	tulï	dolu	dolu	dolï	dolu	toluḳ	tọla	toloru																										tọli							doːlkaːn																									
	day (n.)																																																																												hiru	piru	hiru	sɨruu	pjuu	πiruu	hwiru	pïïma	pïïrï	piiru	ccuu	hi	hiru	hiru	hiru
	day (n.)																																																																											nal															
	day (n.)																																																																			nac	nac	nac	nac	nac	nac	nac	nac																
	day (n.)																																															inin	inəŋi	inəŋini	ini	inəŋi	in	inəŋi	inəŋ	inəŋgi	inəŋgi	inəŋ	ineŋ	inigi	inəŋiː					inəŋ	iniji																								
	day (n.)																																																													tyrganiː	tyrgańiː	tɨrgańiː	turganin																										
	day (n.)																																	ödör	üder	ödr	öder	üder	udur	udur	udər	udu	duer	dur	udər	ɵdʉr	udur																																												
	day (n.)	kon	kun	kün	kün	?kün	kündüz	kön	kun	kün	kün	gün	kün	kün	kün	kün	kün	kün	kün	gün	kun	kün	kun	kön	kün	kön	hün	gün	gün	χün	kün	kun	kün																																																										
	sleep (v.)																																																																												ne	ne	nïhuturi	nɨɴdui	niɴtuɴ	niɴτuɴ	niɴtooɴ	nivvibuï	nibiɴ	nibibee	níndun	neʔ	nuru	neru	neru
	sleep (v.)																																																																			ca	ca	ca	cemcam	ca	ca	ca	ca	ca															
	sleep (v.)																																															afinə	aː		ao	afịna	ao	au	awo					aːšin	aːsin	aː	aː	aː	adе	aː	aːšen																								
	sleep (v.)																																																							dədu																																			
	sleep (v.)																																																								aŋa	amhə																																	
	sleep (v.)																																																										hukle																																
	sleep (v.)																																	unta	unta	unt	unta	unta	wante	nda	təra	huntura		ntəraa	huntəra		unta																																												
	sleep (v.)																																							nuur	nɵr	no	nerri	noor	nur				ŋua	ŋua																																									
	sleep (v.)		uyu		udï						utuy	uyu					uzu				uzu			uzu	uzu		udu	uyu		udu			utuy																																																										
	sleep (v.)	yoḳla		uyḳta		u		yoḳla		yuḳla			uyḳïla	ǰuḳla	yukla	ŭyïḳta			uḳta	yuχla		uyḳla	uχla			yoḳla			uḳla		uχla	uχla																																																											
	sleep (v.)						yat											yat											yat																																																														
	sleep (v.)								śïvər																																																																																		
	month (n.)																																																																												tuki	tukwi	cïki	cɨkii	ciki	sicii	cici	cïcï	cïkï	siki	ttìi	tsuʔ	tsuki	tsu̥ki	tsu̥ki
	month (n.)																																																																			tal	tal	tal	tal	tal	tel	tal	tal	tol															
	month (n.)																																															bia	bäː	bä	bea	bịa	bäː	beː	beː	biə	bija	bia	biag	be	beːga	beːga	béːga	beːga	bеga	beːga	beː																								
	month (n.)																																	sar	sara	sar	sara	haran	sar	sara	sara	sara	sara	sara	sara		sara																																												
	month (n.)	ay	ay	ay	ay	ay	ay	ay	uyəχ	ay	ïy	ay	ay	ay	ay	ay	ay	ha:ay	ay	ay	ay	ay	ay	ay	ay	ay	ay	ay	ay	ay	ay	ɔy	ïy																																																										
	white								šurə																																							čiangi	čaːgʤa	caligi	čaːgʤan	čagʤan	caːgʣa	taːgda	čaːgʤa	šaŋgia	šaŋgijan	saŋən										huy	huy	huy	heyyeng	hwuye	hwuyeth	hyaya	haya	hoy	siroi	sirosi	sirusari	sɨruuhaɴ	sjuusaɴ	siruseɴ	sirusaɴ	ssukam	ssusaaɴ	ssooɴ	ccudari	ɕire	ɕiroka	ɕiroka	ɕirokja
	white																																																										giltańa	giltariŋ																															
	white																																																												bagdarin	bagdama	bagdama	bagdama	bagdama	bagdajiːn	bagdaren																								
	white																																	caga:n	saga:n	cahan	caha:n	cagān	čigān	tʃaʁaan	ʨixaŋ	ʨɯgan	chighang	tɕagaan	ʧiχɔ		caqaan																																												
	white										če:lke:bor																																																																																
	white	aḳ	ac	aḳ		aḳ	aɣ	aḳ		aḳ		ak	aḳ	aḳ	ak	aḳ	aχ		aḳ	aḳ	aḳβus	aḳ	aχ	aḳ	aḳ	aḳ	aḳ		aḳ	aḳ	aḳ	ɔḳ																																																											
	white				ürüŋ													hürün															ürüŋ																																																										
	white									beyazbor		biyazbor																beyazbor																																																															
	sew (v.)																																																																																										todzuru
	sew (v.)																																																																											nwupi	nuw	nup	noouri	noojuɴ	nuujuɴ	nooruɴ	noojuɴ	nuu	nooɴ	nuuɴ	nùn	nuː	nuː	nuː	
	sew (v.)																																																																						cwuengip		kkimey			kip															
	sew (v.)																																																																			kkweymay	kkweymay	kkweymay		kkwumey		kkomay	kkomay																
	sew (v.)																																															uləči	ippi	uli	ulpi	ulfi	ulfi	ulpi	urpu		ifi	ivi		uldi	uldi	ulliː	uldɨ	uldɨː	ulli	uli	uliː																								
	sew (v.)																																																							ara																																			
	sew (v.)																																																										haŋan																																
	sew (v.)																																	oyo	oyo	uy	uya	ojo	oy					yuu	fija	wɔyʌ																																													
	sew (v.)																																							xala	xa:																																																		
	sew (v.)																																								ʂde	ɕiʥiə	shidi																																																
	sew (v.)	tik	tich	tik			tik	tek		tik	tik	dik	tik	tik	tik	tĭk	tɘk	tik	tik	tik	tɘk	tik	tiχ	tek	tik	tek		dik	tik		tik	tik	tik																																																										
	sew (v.)			köktö		köktö																																																																																					
	sew (v.)								śɘʷle																																																																																		
	sew (v.)																										daara			da:ra																																																													
	kill (v.)																																																																												koros	koros	xussuri	kussjuɴ	kurusjuɴ	kurusuɴ	kurusjuɴ	kurasï	kurasïɴ	kurasuɴ	khúrun	koros	korosu	korosu	korosu
	kill (v.)																																																																			cwuki	cwuki	cwuki	cwuki	cwuki	ciki	cwuki	cwuki	cwuki															
	kill (v.)																																															wa	waː	waː	waː	vaː	vaː	waː	waː	wadu	wa	va	maː	waː	waː	waː	waː	waː	va	waː	waː																								
	kill (v.)																																	al	ala	al	ala	aĺa­	al	ala	ala	ala	ala	ala	ala	ola	ala																																												
	kill (v.)	öytir		öltör	ölür	öltür	öldür	ülter	vɘʷler	öldür	ölör	öldür	öltir	öltür	öldir	öltĭr	ödɘr	hilä:r	öltür	öltür	ö:lür	öltir	ölter	yulur	ödür	üter	ölür	öldür	öldür	ölür	öltür	ọldir	ölör																																																										
	kill (v.)		yaraet																																																																																								haneru
	jump (v.)																																																																												tob	tob			tubjuɴ	tunuuzuɴ	tunuzuɴ	buduï		tubuɴ	búduncarun	toʔ	tobu		tobu
	jump (v.)																																																																														udururi	udujuɴ											
	jump (v.)																																																																																				majaaruɴ						
	jump (v.)																																																																																							hanuʔ	hanuru	hanuru	
	jump (v.)																																																																						tullekhi																				
	jump (v.)																																																																			kkengchwungttwi	kkengchwungttwi	kkengchwungttwi		holttakttwi	phelccekttwi	phelccekttwi	phelccekttwi	pthwi															
	jump (v.)																																															hurku	hokko		pujku	hutku	fuiku						irkun																																
	jump (v.)																																																	həktinə								kətkənə																																	
	jump (v.)																																																					pọččọ	puču	fukču	fəkčə					hətəkəːn			hètèkèn		ətəkən																								
	jump (v.)																																																										ʤelŋemeč																																
	jump (v.)																																																										tuːsan	tụššan																															
	jump (v.)																																																												copkoru																														
	jump (v.)																																																																	təski																									
	jump (v.)																																																														mikčaːn	mikčaː																											
	jump (v.)																																		debxer						dulə	ʥiaoli	diaoli	diuli	dauli		duyal																																												
	jump (v.)																																		xaray	hərəd	hərə:de	xaray	kare:																																																				
	jump (v.)																																	üsre	hüre			üsür	xəsur	husur																																																			
	jump (v.)																					ḳarɣï																																																																					
	jump (v.)						atïl			atla		atla								atïl					attï			atla																																																															
	jump (v.)										oy																						?oy																																																										
	jump (v.)										ïstan																						ïstan																																																										
	jump (v.)	sägir	sechir	sekir	sekri	sekir		hiker	sik	sekir			sekir	sekir	sekir	sekĭr	segɘr		sekir				seker			siker					säkrä	sakra																																																											
	jump (v.)			ḳalï		ḳalï																								χalï																																																													
	jump (v.)																							poḳïr					bök																																																														
	jump (v.)																				idɘn																																																																						
	jump (v.)																										šura			šura																																																													
