#id	Meaning	bara1273	cuma1241	nort2686	oldu1238	sout2694	nort2697	bash1264	chuv1255	crim1257	dolg1241	gaga1249	kara1467	kara1465	kara1464	kaza1248	khak1248	khal1270	kirg1245	kumy1244	tuta1234	noga1249	sala1264	west2402	shor1247	kaza1250	tofa1248	nucl1301	turk1304	tuvi1240	uigh1240	uzbe1247	yaku1245	halh1238	buri1258	kalm1244	kalm1243	kham1281	daur1238	east2337	baoa1237	dong1285	minh1238	huzh1238	kang1281	mogh1245	midd1351	nana1257	oroc1248	udih1248	cent2414	kuro1242	biki1239	orok1265	ulch1241	jurc1239	manc1252	xibe1242	even1260	solo1263	even1259	hiss1234	sout3321	ilim1234	ilim1234.2	negi1245	oroq1238	hwan1238	hamg1238	hamg1239	jeju1234	chol1278	kyon1247	chun1247	seou1239	midd1372	nucl1643	oldj1239	nort2935	nort2935.2	sout2954	cent2126	shur1243	ikem1234	yaey1239	hato1238	yona1241	sats1241	kuma1281	haka1241	hach1239
	crush (v.)																																																										tiːmrel																																
	crush (v.)																																																										huruŋ			hurgu			hurgu																										
	crush (v.)																																																											iːw																															
	crush (v.)																																																																	nelka																									
	crush (v.)																																																																		iŋdəː																								
	crush (v.)																																	nüde	nüde	nüd	nüde		nude	nudu	nɛdɛ	nudu	niedu																																																
	crush (v.)																																											tirima																	tirə																														
	crush (v.)																																												sta																																														
	crush (v.)	tart						tart					tart	tart	tart	tart	tart		tart	tart		tart			tart	tart					tart	tɔrt	tart																																																										
	crush (v.)						üyüt																					övüt	üwe																																																														
	crush (v.)			teerbenne		teermende																					teermele			deerbele																																																													
	crush (v.)																							uɣ																																																																			
	crush (v.)										ilbirit																																																																																
	crush (v.)								avər																																																																																		
	crush (v.)									ček																																																																																	
	crush (v.)				janč																											yanč																																																											
	mountain (n.)																																																																												yama	yama		jamaa	jama			jama	jama	jama	dàma	jama	jama	jama	jama
	mountain (n.)																																																																											moy							mui								
	mountain (n.)																																																																			sanbor	sanbor	sanbor	sanbor	sanbor	sanbor	sanbor	sanbor							saɴbor									
	mountain (n.)					ḳïr																																										urkən	uwə	we	hurəːn	urən	hurə	hurigən	hurə				urekčen	uru	horoːn	urə	urɵ	urə	urè	ujọː	urə																								
	mountain (n.)																																																							ali	alin	elin																																	
	mountain (n.)																																	u:l	u:l	u:l	u:la	u:lan	aulə	uula	u:la	ula	wula	ula	ula	aʊlɔ	aula																																												
	mountain (n.)	taw	tag	taɣ	taɣ		daɣ	taw	tụ	daɣ			taw	taw	tav	taw	taɣ	ta:aɣ	too	taw	taɣ	taw	taɣ	taɣ	taɣ	taw	daɣ	daɣ	daɣ	daɣ	taɣ	tɔɣ																																															θehe												
	mountain (n.)										kaya																						χaya	xad	xada	xad		xadan						ghada			qada																																												
	mountain (n.)											bayïr																																																																															
	sit (v.)																																																																												suwar											suwaʔ	suwaru	suwaru	suwaru
	sit (v.)																																																																			anc	anc	anc	acass	anku	anc	anc	anc	ac											ntúrun				
	sit (v.)																																															tə	təːsi	te	təːsi	təːči	təːsi	təː	təːsu	tə	tə	tə	tegeč	təgə	təgə	təgət	təgə	təgə	tègè	təgət	təgə																								
	sit (v.)																																	su:	hu:	su:	su:	ho:	sōgu	suu	səu	sao	sao	sauu	su	sʌʊ	sau																																												
	sit (v.)	otïr	oltur	otur	olur	otïr	otur	ultïr	lar	otur	olor	otur	otïr	oltur	oltur	otïr	odïr		o	oltur	o:lur	oltïr	otïr	oltur	odur	utïr	olurolïr	otur	otur	olur	oltur	ọtir	olor																																													wi	içjuri	icjui	biccjuɴ	iccuɴ	icooɴ	bïziidubuï	bïriɴ	biribee				idoru	
	sit (v.)																	yuor																																																																									
	(finger)nail (n.)																																																																												tume	tume	cïmï	cɨmɨɨ	cimi	cimii	cimi	cïmi	cïmi	simi	nmí	tsume	tsume	tsume	tsume
	(finger)nail (n.)																																																																			sonthop	sonthop	sonthop	sonthop	sonthop	sonthwup	sonthop	sonthop	sontop															
	(finger)nail (n.)																																															očahtə	hosikta	wajkta	hosakta	osakta	hosakta	hosikta	hosta				ọsta	ụšitt	osikta	osiːkta	ohikta	ohiːkta	osikta	oːtta	ụšekta																								
